"","log2FoldChange","padj","Factor"
"ko:K20369",0.569393280472313,0.0662509172768017,"Menthol_Menthol_vs_Control"
"ko:K20398",0.343881388048554,0.958442639970006,"Menthol_Menthol_vs_Control"
"ko:K20399",-0.987238301548945,0.961916795994164,"Menthol_Menthol_vs_Control"
"ko:K20472",0.01748795621707,0.998795643598265,"Menthol_Menthol_vs_Control"
"ko:K21870",-0.810562914740992,0.833440711964174,"Menthol_Menthol_vs_Control"
"ko:K21891",-1.2166689426871,0.958442639970006,"Menthol_Menthol_vs_Control"
"ko:K22069",0.538600089797813,0.970423278366435,"Menthol_Menthol_vs_Control"
"ko:K22390",-0.479117753162332,0.961916795994164,"Menthol_Menthol_vs_Control"
"ko:K22503",0.0749510688431773,0.998795643598265,"Menthol_Menthol_vs_Control"
"ko:K22556",-2.5502408313006,0.306844549016718,"Menthol_Menthol_vs_Control"
"ko:K22939",-0.387885732942268,0.961916795994164,"Menthol_Menthol_vs_Control"
"ko:K23034",-2.27943586565031,0.961916795994164,"Menthol_Menthol_vs_Control"
"ko:K000241",-0.822556324532852,0.82711934419622,"Vibrio_Vibrio_vs_Control"
"ko:K000311",0.255943141621467,0.91513126206375,"Vibrio_Vibrio_vs_Control"
"ko:K001281",0.160601527923001,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K001341",-0.441220487370122,0.869198261597917,"Vibrio_Vibrio_vs_Control"
"ko:K001401",1.29894728344618,0.290980151339767,"Vibrio_Vibrio_vs_Control"
"ko:K002071",-0.460744651588343,0.851331742843442,"Vibrio_Vibrio_vs_Control"
"ko:K002351",-0.951431144265925,0.268777752544569,"Vibrio_Vibrio_vs_Control"
"ko:K002491",-3.4929269341021,0.146060380422379,"Vibrio_Vibrio_vs_Control"
"ko:K002621",-0.609163332791777,0.629769326016044,"Vibrio_Vibrio_vs_Control"
"ko:K003311",0.712734456172856,0.629769326016044,"Vibrio_Vibrio_vs_Control"
"ko:K003331",-0.304407054674189,0.819150106657982,"Vibrio_Vibrio_vs_Control"
"ko:K003381",1.2737653900296,0.629769326016044,"Vibrio_Vibrio_vs_Control"
"ko:K003571",-1.25149894944638,0.599842369141958,"Vibrio_Vibrio_vs_Control"
"ko:K004111",-0.123752848260166,0.837397023172651,"Vibrio_Vibrio_vs_Control"
"ko:K004131",1.32067510055103,0.634020310491358,"Vibrio_Vibrio_vs_Control"
"ko:K004561",-0.71691488373028,0.50291503166953,"Vibrio_Vibrio_vs_Control"
"ko:K004691",-0.526796926686064,0.100585538916316,"Vibrio_Vibrio_vs_Control"
"ko:K005001",0.135068846103544,0.946825150745521,"Vibrio_Vibrio_vs_Control"
"ko:K005221",-0.28882821972748,0.69601300677064,"Vibrio_Vibrio_vs_Control"
"ko:K005441",0.180569299090778,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K006161",1.37597935568372,0.593750811283844,"Vibrio_Vibrio_vs_Control"
"ko:K006431",1.44246800001536,2.36574728928503e-05,"Vibrio_Vibrio_vs_Control"
"ko:K007891",0.0422657961047253,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K007991",-0.932499313294532,0.623616889327129,"Vibrio_Vibrio_vs_Control"
"ko:K008141",-0.697445030470245,0.723070100829203,"Vibrio_Vibrio_vs_Control"
"ko:K008191",-0.167270497564979,0.851331742843442,"Vibrio_Vibrio_vs_Control"
"ko:K008561",1.24002393825649,0.290980151339767,"Vibrio_Vibrio_vs_Control"
"ko:K009331",-0.425009725672686,0.639920853770057,"Vibrio_Vibrio_vs_Control"
"ko:K009391",0.82726413230486,0.290980151339767,"Vibrio_Vibrio_vs_Control"
"ko:K009401",-0.795638988832127,0.527867994163311,"Vibrio_Vibrio_vs_Control"
"ko:K009661",0.0572912265611523,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K009671",0.404837925523829,0.26850490846352,"Vibrio_Vibrio_vs_Control"
"ko:K010701",-0.568552976028803,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K012061",3.46705915841777,1.15953765568314e-06,"Vibrio_Vibrio_vs_Control"
"ko:K012511",2.12686582846079,0.000425549275328069,"Vibrio_Vibrio_vs_Control"
"ko:K013631",-0.172221761252331,0.861156201194228,"Vibrio_Vibrio_vs_Control"
"ko:K013651",0.302452440035009,0.409875723059575,"Vibrio_Vibrio_vs_Control"
"ko:K013791",-0.485354395532199,0.366283709951748,"Vibrio_Vibrio_vs_Control"
"ko:K015511",0.30021331187342,0.952789259204957,"Vibrio_Vibrio_vs_Control"
"ko:K015961",3.06411949504158,1.76818854565302e-29,"Vibrio_Vibrio_vs_Control"
"ko:K016231",0.0290420382482557,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K016811",1.37383417542331,0.00405447037293608,"Vibrio_Vibrio_vs_Control"
"ko:K016891",0.543381354030157,0.392105708507315,"Vibrio_Vibrio_vs_Control"
"ko:K016971",-1.12321193563387,0.599842369141958,"Vibrio_Vibrio_vs_Control"
"ko:K017581",0.886182218792367,0.599842369141958,"Vibrio_Vibrio_vs_Control"
"ko:K018751",-0.0778501279215726,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K018811",0.902470113720596,0.670564239425915,"Vibrio_Vibrio_vs_Control"
"ko:K018891",0.980666646153593,0.399843079340597,"Vibrio_Vibrio_vs_Control"
"ko:K018901",0.0603585327888184,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K018921",-0.0787107662443938,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K018931",-0.779429583448976,0.634020310491358,"Vibrio_Vibrio_vs_Control"
"ko:K019531",-0.719521634305265,0.209581699234801,"Vibrio_Vibrio_vs_Control"
"ko:K021051",-0.633301126126759,0.599842369141958,"Vibrio_Vibrio_vs_Control"
"ko:K021111",-0.989657203917217,0.782153470563742,"Vibrio_Vibrio_vs_Control"
"ko:K021121",0.311416671831967,0.527867994163311,"Vibrio_Vibrio_vs_Control"
"ko:K021461",-0.53380536618538,0.735752811695527,"Vibrio_Vibrio_vs_Control"
"ko:K021491",-0.617186248174674,0.69601300677064,"Vibrio_Vibrio_vs_Control"
"ko:K021521",1.6884154544586,0.381032272664098,"Vibrio_Vibrio_vs_Control"
"ko:K021551",0.311753405791349,0.69601300677064,"Vibrio_Vibrio_vs_Control"
"ko:K021831",-0.567370352283621,0.00515657256824032,"Vibrio_Vibrio_vs_Control"
"ko:K022191",-1.68567929556534,0.570581486232927,"Vibrio_Vibrio_vs_Control"
"ko:K022671",-0.443812747073428,0.851331742843442,"Vibrio_Vibrio_vs_Control"
"ko:K024371",0.797647149482734,0.399843079340597,"Vibrio_Vibrio_vs_Control"
"ko:K025031",-0.130434266838045,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K026351",0.427087240071563,0.781341277148858,"Vibrio_Vibrio_vs_Control"
"ko:K026391",-0.192086696151711,0.981389824282312,"Vibrio_Vibrio_vs_Control"
"ko:K027031",4.48302995197047,0.50291503166953,"Vibrio_Vibrio_vs_Control"
"ko:K027051",1.40311909259674,0.344410674634277,"Vibrio_Vibrio_vs_Control"
"ko:K027061",-1.51903169095247,0.418710176624017,"Vibrio_Vibrio_vs_Control"
"ko:K027251",0.0824103215676087,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K027261",-0.0966249850367347,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K027281",-0.390316663806426,0.851331742843442,"Vibrio_Vibrio_vs_Control"
"ko:K027321",-0.120942057754774,0.946825150745521,"Vibrio_Vibrio_vs_Control"
"ko:K028651",0.251385157985976,0.91513126206375,"Vibrio_Vibrio_vs_Control"
"ko:K028661",-1.35564614117743,0.453955437282597,"Vibrio_Vibrio_vs_Control"
"ko:K028701",-0.344658973235513,0.268479135220461,"Vibrio_Vibrio_vs_Control"
"ko:K028721",-2.08436222032853,0.034310646603824,"Vibrio_Vibrio_vs_Control"
"ko:K028731",-1.80046733294058,1.15953765568314e-06,"Vibrio_Vibrio_vs_Control"
"ko:K028771",2.2515988239009,0.0359428054199768,"Vibrio_Vibrio_vs_Control"
"ko:K028801",-0.942961695487837,0.384362751969476,"Vibrio_Vibrio_vs_Control"
"ko:K028821",0.620325699889805,0.720179120163815,"Vibrio_Vibrio_vs_Control"
"ko:K028851",-0.4936044040905,0.720179120163815,"Vibrio_Vibrio_vs_Control"
"ko:K028891",-0.571334190963306,0.639920853770057,"Vibrio_Vibrio_vs_Control"
"ko:K028911",-0.428324582331408,0.943170970368006,"Vibrio_Vibrio_vs_Control"
"ko:K028961",-0.981071276938342,0.094536005213811,"Vibrio_Vibrio_vs_Control"
"ko:K028981",0.01413695485837,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K029001",-0.0886782933099001,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K029011",-0.298816895768498,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K029051",0.351912545799432,0.599842369141958,"Vibrio_Vibrio_vs_Control"
"ko:K029081",1.41020324528646,0.146060380422379,"Vibrio_Vibrio_vs_Control"
"ko:K029101",-0.375156445487157,0.837397023172651,"Vibrio_Vibrio_vs_Control"
"ko:K029151",-0.763062435742434,0.50291503166953,"Vibrio_Vibrio_vs_Control"
"ko:K029171",0.650470765077567,0.837397023172651,"Vibrio_Vibrio_vs_Control"
"ko:K029181",0.918665226029116,0.701898257200025,"Vibrio_Vibrio_vs_Control"
"ko:K029201",0.93415174434791,0.769527640097991,"Vibrio_Vibrio_vs_Control"
"ko:K029211",-0.274753317360251,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K029231",-0.453435761657978,0.830925651853073,"Vibrio_Vibrio_vs_Control"
"ko:K029241",-0.0450388115214895,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K029291",0.586809358656029,0.705277979064609,"Vibrio_Vibrio_vs_Control"
"ko:K029301",-0.0560484115339598,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K029321",-0.298464506271253,0.735752811695527,"Vibrio_Vibrio_vs_Control"
"ko:K029361",-0.0581071450652434,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K029371",-0.19500468523496,0.954162148244782,"Vibrio_Vibrio_vs_Control"
"ko:K029381",0.699826351489775,0.50291503166953,"Vibrio_Vibrio_vs_Control"
"ko:K029411",0.715864323003103,0.599842369141958,"Vibrio_Vibrio_vs_Control"
"ko:K029471",2.24612237672804,0.173072021380217,"Vibrio_Vibrio_vs_Control"
"ko:K029491",0.8674895522782,0.293862759415497,"Vibrio_Vibrio_vs_Control"
"ko:K029511",-0.312050109447204,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K029531",-1.05217627955827,0.639920853770057,"Vibrio_Vibrio_vs_Control"
"ko:K029551",-1.03651125512852,0.109479163861246,"Vibrio_Vibrio_vs_Control"
"ko:K029581",-0.180910320376463,0.950839955137713,"Vibrio_Vibrio_vs_Control"
"ko:K029621",0.787811538759709,0.426948325565668,"Vibrio_Vibrio_vs_Control"
"ko:K029661",-0.173149225615965,0.94956155382422,"Vibrio_Vibrio_vs_Control"
"ko:K029691",-0.0945909741632943,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K029711",0.92372709328736,0.830925651853073,"Vibrio_Vibrio_vs_Control"
"ko:K029731",-0.615898324734736,0.837397023172651,"Vibrio_Vibrio_vs_Control"
"ko:K029751",0.00854520946975859,0.994173808219353,"Vibrio_Vibrio_vs_Control"
"ko:K029761",-1.22802466589438,0.623616889327129,"Vibrio_Vibrio_vs_Control"
"ko:K029781",0.263261244891617,0.79036876550215,"Vibrio_Vibrio_vs_Control"
"ko:K029801",-1.82436544395695,0.0158374505100596,"Vibrio_Vibrio_vs_Control"
"ko:K029811",0.468265881165584,0.939218434211637,"Vibrio_Vibrio_vs_Control"
"ko:K029831",0.0560185731788245,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K029841",0.583647856187018,0.599842369141958,"Vibrio_Vibrio_vs_Control"
"ko:K029851",0.254885095205514,0.952789259204957,"Vibrio_Vibrio_vs_Control"
"ko:K029871",-1.62713961548529,0.410976019307993,"Vibrio_Vibrio_vs_Control"
"ko:K029911",-0.471710171953318,0.410976019307993,"Vibrio_Vibrio_vs_Control"
"ko:K029921",0.00845473522363304,0.994173808219353,"Vibrio_Vibrio_vs_Control"
"ko:K029931",-0.174476494273603,0.851331742843442,"Vibrio_Vibrio_vs_Control"
"ko:K029951",-0.0422521018901391,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K030071",-3.64996623583417,9.40813182677575e-05,"Vibrio_Vibrio_vs_Control"
"ko:K030081",-1.59949761248404,0.410976019307993,"Vibrio_Vibrio_vs_Control"
"ko:K030121",0.575121774868188,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K030151",1.68703249757705,0.50291503166953,"Vibrio_Vibrio_vs_Control"
"ko:K030171",-0.964042991440324,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K030311",0.983633875429587,0.418710176624017,"Vibrio_Vibrio_vs_Control"
"ko:K030381",0.343946134865411,0.94956155382422,"Vibrio_Vibrio_vs_Control"
"ko:K030651",1.60444640272472,0.639920853770057,"Vibrio_Vibrio_vs_Control"
"ko:K030831",-0.438401213362153,0.599842369141958,"Vibrio_Vibrio_vs_Control"
"ko:K031131",-0.348209702333919,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K031231",-2.40785332558455,0.144728974726045,"Vibrio_Vibrio_vs_Control"
"ko:K032311",0.600832169323281,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K032321",0.767084734458749,0.720770228935496,"Vibrio_Vibrio_vs_Control"
"ko:K032331",1.23590648394638,0.527867994163311,"Vibrio_Vibrio_vs_Control"
"ko:K032341",0.687939385684241,0.851331742843442,"Vibrio_Vibrio_vs_Control"
"ko:K032361",-0.377017967375439,0.705277979064609,"Vibrio_Vibrio_vs_Control"
"ko:K032461",-1.12770644212799,0.26850490846352,"Vibrio_Vibrio_vs_Control"
"ko:K032471",-1.19008629735112,0.374279765469413,"Vibrio_Vibrio_vs_Control"
"ko:K032631",-2.41178674689516,0.384362751969476,"Vibrio_Vibrio_vs_Control"
"ko:K032831",0.277162126475602,0.639920853770057,"Vibrio_Vibrio_vs_Control"
"ko:K035211",0.310614122930573,0.837397023172651,"Vibrio_Vibrio_vs_Control"
"ko:K035221",-1.5849250410697,0.410976019307993,"Vibrio_Vibrio_vs_Control"
"ko:K036261",2.17329576478256,1.97337191293725e-05,"Vibrio_Vibrio_vs_Control"
"ko:K036271",0.638567561443752,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K036611",0.499956999091318,0.861156201194228,"Vibrio_Vibrio_vs_Control"
"ko:K038721",0.121393207693828,0.989356061808864,"Vibrio_Vibrio_vs_Control"
"ko:K038731",0.194202138229129,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K039361",-0.755800883106969,0.81544275092062,"Vibrio_Vibrio_vs_Control"
"ko:K039421",-1.2959090192929,0.50291503166953,"Vibrio_Vibrio_vs_Control"
"ko:K039431",0.0759853909337467,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K040431",0.974297381387829,0.527867994163311,"Vibrio_Vibrio_vs_Control"
"ko:K040791",0.297458537598156,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K043451",1.06115082645673,0.579481270428143,"Vibrio_Vibrio_vs_Control"
"ko:K043481",-0.0429803126693085,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K043541",-0.325285436589743,0.851331742843442,"Vibrio_Vibrio_vs_Control"
"ko:K043641",0.433959271016432,0.792485575660624,"Vibrio_Vibrio_vs_Control"
"ko:K043691",-0.445830818094386,0.844331331152717,"Vibrio_Vibrio_vs_Control"
"ko:K043701",-0.124149679877797,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K043711",0.0284577511397309,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K043931",-0.375376775779586,0.701898257200025,"Vibrio_Vibrio_vs_Control"
"ko:K044441",0.761416846889471,0.919671086798145,"Vibrio_Vibrio_vs_Control"
"ko:K044561",-0.307912303829748,0.950839955137713,"Vibrio_Vibrio_vs_Control"
"ko:K045031",-0.450053163037763,0.782153470563742,"Vibrio_Vibrio_vs_Control"
"ko:K045361",-0.829867661835994,0.720857250708378,"Vibrio_Vibrio_vs_Control"
"ko:K045521",-0.795324275145236,0.290980151339767,"Vibrio_Vibrio_vs_Control"
"ko:K045671",-0.342715148893797,0.418710176624017,"Vibrio_Vibrio_vs_Control"
"ko:K046351",-0.157242460534902,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K047121",0.374060204941602,0.861156201194228,"Vibrio_Vibrio_vs_Control"
"ko:K057541",1.17233539416193,0.000824428301536259,"Vibrio_Vibrio_vs_Control"
"ko:K057551",0.348497465533134,0.851331742843442,"Vibrio_Vibrio_vs_Control"
"ko:K057571",0.264050065924206,0.599842369141958,"Vibrio_Vibrio_vs_Control"
"ko:K057581",0.155949983176372,0.976951166966289,"Vibrio_Vibrio_vs_Control"
"ko:K057591",-0.283968669405281,0.8011570026472,"Vibrio_Vibrio_vs_Control"
"ko:K066851",0.343314149702256,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K066891",-0.715506227646849,0.345159711955514,"Vibrio_Vibrio_vs_Control"
"ko:K067041",0.585154373101923,0.82711934419622,"Vibrio_Vibrio_vs_Control"
"ko:K071511",-0.328695443090639,0.363006822226944,"Vibrio_Vibrio_vs_Control"
"ko:K071921",0.00249834892387385,0.996390403695554,"Vibrio_Vibrio_vs_Control"
"ko:K072051",0.0730015028305391,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K073421",0.0419480032701898,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K073751",-0.372626237051671,0.837397023172651,"Vibrio_Vibrio_vs_Control"
"ko:K075091",0.189977916628948,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K078271",0.379285058777093,0.720857250708378,"Vibrio_Vibrio_vs_Control"
"ko:K078741",1.25710929347179,0.111275207568255,"Vibrio_Vibrio_vs_Control"
"ko:K078871",-0.00878762008960907,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K078901",0.482904197359896,0.629769326016044,"Vibrio_Vibrio_vs_Control"
"ko:K078911",-0.776097287434522,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K078931",0.672505162600231,0.851331742843442,"Vibrio_Vibrio_vs_Control"
"ko:K079011",0.388178813673155,0.639920853770057,"Vibrio_Vibrio_vs_Control"
"ko:K079181",-0.821227967962025,0.639920853770057,"Vibrio_Vibrio_vs_Control"
"ko:K079361",-1.22253824306801,0.111275207568255,"Vibrio_Vibrio_vs_Control"
"ko:K079371",-0.384231836745683,0.146060380422379,"Vibrio_Vibrio_vs_Control"
"ko:K079521",1.40801501883861,0.69601300677064,"Vibrio_Vibrio_vs_Control"
"ko:K079761",0.434681869915091,0.869198261597917,"Vibrio_Vibrio_vs_Control"
"ko:K080561",-0.550822004690369,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K083411",0.282455551748092,0.976951166966289,"Vibrio_Vibrio_vs_Control"
"ko:K085481",0.728813465077367,0.290980151339767,"Vibrio_Vibrio_vs_Control"
"ko:K087641",-0.333236190594502,0.976951166966289,"Vibrio_Vibrio_vs_Control"
"ko:K088701",-0.313714241418945,0.91513126206375,"Vibrio_Vibrio_vs_Control"
"ko:K088721",0.53182261476426,0.909897346071437,"Vibrio_Vibrio_vs_Control"
"ko:K089571",2.29302690641453,0.0344493094053807,"Vibrio_Vibrio_vs_Control"
"ko:K090221",0.340174631340604,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K093981",0.03551834236111,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K094811",0.486006772739963,0.639920853770057,"Vibrio_Vibrio_vs_Control"
"ko:K094901",-0.907822724162584,0.684893118880582,"Vibrio_Vibrio_vs_Control"
"ko:K095671",2.64725866339905,0.26850490846352,"Vibrio_Vibrio_vs_Control"
"ko:K095681",-0.355433743730559,0.91513126206375,"Vibrio_Vibrio_vs_Control"
"ko:K095691",2.56183640981671,0.00619371289693888,"Vibrio_Vibrio_vs_Control"
"ko:K095801",-0.0176768457475701,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K095841",-0.158658647580855,0.705277979064609,"Vibrio_Vibrio_vs_Control"
"ko:K095951",-0.654791820314901,0.426498369333252,"Vibrio_Vibrio_vs_Control"
"ko:K103641",0.293502468384557,0.720179120163815,"Vibrio_Vibrio_vs_Control"
"ko:K103651",0.279944962148039,0.634020310491358,"Vibrio_Vibrio_vs_Control"
"ko:K104181",0.685946470954748,0.599842369141958,"Vibrio_Vibrio_vs_Control"
"ko:K104191",-0.193286205323164,0.965586531286359,"Vibrio_Vibrio_vs_Control"
"ko:K104201",0.277273956597227,0.837397023172651,"Vibrio_Vibrio_vs_Control"
"ko:K104351",0.18186859602417,0.861837257790668,"Vibrio_Vibrio_vs_Control"
"ko:K105731",0.466822390377351,0.840236656058794,"Vibrio_Vibrio_vs_Control"
"ko:K105751",0.685544021340645,0.569510281616309,"Vibrio_Vibrio_vs_Control"
"ko:K105771",-0.03033260406942,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K105801",-0.168001678287887,0.913557456259751,"Vibrio_Vibrio_vs_Control"
"ko:K105821",-1.33305373510026,0.623616889327129,"Vibrio_Vibrio_vs_Control"
"ko:K105831",-1.30966563189482,0.670564239425915,"Vibrio_Vibrio_vs_Control"
"ko:K106881",-0.0693913064606348,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K107041",1.34525995307701,0.0112280478789412,"Vibrio_Vibrio_vs_Control"
"ko:K109491",0.76893521874179,0.629769326016044,"Vibrio_Vibrio_vs_Control"
"ko:K109561",0.0210835518403718,0.994173808219353,"Vibrio_Vibrio_vs_Control"
"ko:K110871",2.22678748451114,0.173072021380217,"Vibrio_Vibrio_vs_Control"
"ko:K110881",0.554460477769579,0.639920853770057,"Vibrio_Vibrio_vs_Control"
"ko:K110991",0.368176828346845,0.950839955137713,"Vibrio_Vibrio_vs_Control"
"ko:K111301",-0.93691928002495,0.639920853770057,"Vibrio_Vibrio_vs_Control"
"ko:K111881",-0.0489050359702361,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K112511",0.867197572882871,0.374279765469413,"Vibrio_Vibrio_vs_Control"
"ko:K112521",0.496264437468521,0.599842369141958,"Vibrio_Vibrio_vs_Control"
"ko:K112541",1.27875126393003,0.374279765469413,"Vibrio_Vibrio_vs_Control"
"ko:K114951",-0.602629067603118,0.851331742843442,"Vibrio_Vibrio_vs_Control"
"ko:K115841",-2.14573310368394,0.111275207568255,"Vibrio_Vibrio_vs_Control"
"ko:K118271",0.411280217311283,0.936398160139327,"Vibrio_Vibrio_vs_Control"
"ko:K118841",-0.467267468796181,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K119801",0.232408778490861,0.91513126206375,"Vibrio_Vibrio_vs_Control"
"ko:K121581",0.172368906635906,0.943044157383345,"Vibrio_Vibrio_vs_Control"
"ko:K121651",-0.279611943488378,0.981956082547677,"Vibrio_Vibrio_vs_Control"
"ko:K121941",0.166815200049971,0.69601300677064,"Vibrio_Vibrio_vs_Control"
"ko:K121971",0.323406798433233,0.837397023172651,"Vibrio_Vibrio_vs_Control"
"ko:K121981",-0.0571297117744449,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K123931",2.24387364455171,0.149090202725862,"Vibrio_Vibrio_vs_Control"
"ko:K123981",0.0860961727861658,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K125811",-0.933275764785299,0.82711934419622,"Vibrio_Vibrio_vs_Control"
"ko:K126201",0.680588476996381,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K126211",-0.436986734054319,0.91129519652083,"Vibrio_Vibrio_vs_Control"
"ko:K126221",0.310736596888954,0.962971458872341,"Vibrio_Vibrio_vs_Control"
"ko:K126231",-1.34206430812163,0.433840963282119,"Vibrio_Vibrio_vs_Control"
"ko:K126701",-1.6989480819924,0.623616889327129,"Vibrio_Vibrio_vs_Control"
"ko:K127571",-0.202852077074682,0.720857250708378,"Vibrio_Vibrio_vs_Control"
"ko:K128281",-0.107509316577396,0.821513193854724,"Vibrio_Vibrio_vs_Control"
"ko:K128321",-0.022600994394979,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K128331",0.141002723908509,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K128591",0.278325105067007,0.909897346071437,"Vibrio_Vibrio_vs_Control"
"ko:K128731",1.06676895243651,0.769527640097991,"Vibrio_Vibrio_vs_Control"
"ko:K128771",-0.240792927609621,0.91513126206375,"Vibrio_Vibrio_vs_Control"
"ko:K129471",-0.319311481678,0.851331742843442,"Vibrio_Vibrio_vs_Control"
"ko:K130251",-0.252202617881869,0.410976019307993,"Vibrio_Vibrio_vs_Control"
"ko:K131201",1.21900086470694,0.639920853770057,"Vibrio_Vibrio_vs_Control"
"ko:K131261",0.0161684602513439,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K131761",0.640350405034874,0.82711934419622,"Vibrio_Vibrio_vs_Control"
"ko:K132511",-0.684285727376777,0.840236656058794,"Vibrio_Vibrio_vs_Control"
"ko:K137581",1.4931053554668,0.0418764461020265,"Vibrio_Vibrio_vs_Control"
"ko:K137851",-0.193985627988149,0.91513126206375,"Vibrio_Vibrio_vs_Control"
"ko:K143241",-0.640371297925661,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K143941",0.0573433983497872,0.993647607248069,"Vibrio_Vibrio_vs_Control"
"ko:K143971",0.379704047708646,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K147531",0.873027857822899,9.40813182677575e-05,"Vibrio_Vibrio_vs_Control"
"ko:K148031",-0.292620222498237,0.954162148244782,"Vibrio_Vibrio_vs_Control"
"ko:K149651",-0.516647802373199,0.837397023172651,"Vibrio_Vibrio_vs_Control"
"ko:K150251",2.96678572625294,0.00659917222714421,"Vibrio_Vibrio_vs_Control"
"ko:K151031",-0.602390670132736,0.629769326016044,"Vibrio_Vibrio_vs_Control"
"ko:K156201",-0.520763583021041,0.851331742843442,"Vibrio_Vibrio_vs_Control"
"ko:K161861",2.44442669651686,0.000322537791379266,"Vibrio_Vibrio_vs_Control"
"ko:K161971",-0.613341584919693,0.599842369141958,"Vibrio_Vibrio_vs_Control"
"ko:K163441",-0.148324904658812,0.94956155382422,"Vibrio_Vibrio_vs_Control"
"ko:K165751",-1.83147479220907,0.384362751969476,"Vibrio_Vibrio_vs_Control"
"ko:K167941",0.336953868125946,0.701898257200025,"Vibrio_Vibrio_vs_Control"
"ko:K170801",-0.32226555810199,0.91513126206375,"Vibrio_Vibrio_vs_Control"
"ko:K170811",-0.130397237500866,0.885989989226495,"Vibrio_Vibrio_vs_Control"
"ko:K170931",-0.589766383347919,0.851331742843442,"Vibrio_Vibrio_vs_Control"
"ko:K172541",-0.91453558335388,0.670564239425915,"Vibrio_Vibrio_vs_Control"
"ko:K172551",2.26642311955405,0.639920853770057,"Vibrio_Vibrio_vs_Control"
"ko:K172661",0.363944882972802,0.837397023172651,"Vibrio_Vibrio_vs_Control"
"ko:K172681",0.850000917640246,0.374279765469413,"Vibrio_Vibrio_vs_Control"
"ko:K174971",1.17779723927809,0.69601300677064,"Vibrio_Vibrio_vs_Control"
"ko:K177801",-0.663092517860987,0.735752811695527,"Vibrio_Vibrio_vs_Control"
"ko:K177951",-0.119290163265688,0.993647607248069,"Vibrio_Vibrio_vs_Control"
